id,publication_number,country,doc_number,kind,title,publication_date,publication_year,family_id,applicant_names,applicant_countries,cpc_codes,ipc_codes,filing_date
108450216,JP2025022646A,JP,2025022646,A,"INFORMATION PROCESSING METHOD, INFORMATION PROCESSING SYSTEM, COMPUTATION QUANTUM CIRCUIT, COMPUTATION QUANTUM CIRCUIT GENERATION METHOD, AND PROGRAM",2025-02-14,2025,94395022,QUEMIX INC; QUEMIX INC; INSTITUTE OF SCIENCE OF TOKYO,,{G06N10/60},,
108450341,JP2025022771A,JP,2025022771,A,ENHANCED CRYPTOGRAPHIC HASH DIGESTS USING QUANTUM COMPUTING,2025-02-14,2025,94386820,ACCENTURE GLOBAL SOLUTIONS LTD; ACCENTURE GLOBAL SOLUTIONS LTD,,"{H04L9/3236,H04L9/0643,H04L9/0852,H04L9/0869,H04L9/3239,H04L9/50,H04L9/3236,H04L9/0852,H04L9/0869}",,
108468798,JP2025041522A,JP,2025041522,A,METHOD AND DEVICE FOR MANUFACTURING NANOFIBER CAVITY FOR QUANTUM COMPUTING,2025-03-26,2025,94259798,NANOFIBER QUANTUM TECH INC; NANOFIBER QUANTUM TECHNOLOGIES INC,,"{G02B6/02138,G06N10/00,G06N10/40,G02B6/29356,G02B6/02138,G02B6/02152,G02B6/34,G02B6/4415}",,
108476035,JP2025048762A,JP,2025048762,A,METHOD AND SYSTEM FOR BLACK-BOX OPTIMIZATION USING QUANTUM COMPUTATION,2025-04-03,2025,88146730,TERRA QUANTUM AG; TERRA QUANTUM AG,,"{G06N10/60,G06N10/60,B82Y10/00,G06N10/20,G06N10/40}",,
108496205,JP2025069102A,JP,2025069102,A,SYSTEM AND METHOD FOR EXECUTING VARIATIONAL QUANTUM EIGENSOLVER ALGORITHM WITH QUANTUM COMPUTER,2025-04-30,2025,93154193,BOSCH GMBH ROBERT; ROBERT BOSCH GMBH,,"{G06N10/20,G06N10/60,G06N10/20,G06N10/40,G06N10/80,G06N10/20}",,
39502168,CN119248089A,CN,119248089,A,Thermal management system of quantum computer,2025-01-03,2025,94022291,"YIXUNTONG TECH CO LTD; YIXUNTONG TECHNOLOGY CO., LTD.",,"{G06F1/20,G06F1/206,G06N10/00,Y02D10/00}",,
39504686,CN119250212A,CN,119250212,A,Quantum-classical fusion computing unit and fusion computing power cluster architecture,2025-01-03,2025,94017544,"CHINA TELECOM QUANTUM INFORMATION TECH GROUP CO LTD; CHINA TELECOM QUANTUM INFORMATION TECHNOLOGY GROUP CO., LTD.",,"{G06N10/20,G06F9/4881,G06F9/5038,G06F9/5066}",,
39504690,CN119250216A,CN,119250216,A,Quantum circuit depth optimization method based on heuristic SAT scanning and computer equipment,2025-01-03,2025,94023229,"CHINA TELECOM QUANTUM INFORMATION TECH GROUP CO LTD; CHINA TELECOM QUANTUM INFORMATION TECHNOLOGY GROUP CO., LTD.",,"{G06N10/20,G06N10/70}",,
39504692,CN119250218A,CN,119250218,A,Scalable neutral atom-based quantum computation,2025-01-03,2025,68766205,"ATOMIC COMPUTING INC; ATOMIC COMPUTING, INC.",,"{G06N10/20,B82Y10/00,G06N10/40,G06N3/006,G06N3/044,G06N3/045,G06N3/047,G06N5/01,G06N5/025,G06N7/01,G06N10/20,G06N10/60,G06N20/20,G06N10/40,B82Y10/00,G06N10/20,G06N10/60,G06N20/20,G06N10/40,G06N10/60}",,
39511894,CN119256487A,CN,119256487,A,Traveling wave parametric amplifier device for quantum computer,2025-01-03,2025,88835883,QUANTUM ENETECH SWEDEN AB; QUANTUM ENETECH SWEDEN AB,,"{H03F19/00,G06N10/40,H03F19/00,G06N10/40,H10N60/12,H03F19/00,G06N10/40,H10N60/12}",,
39530297,CN119272890A,CN,119272890,A,Information supervision system for quantum computing,2025-01-07,2025,94118226,"BEIJING HONGTU XINDA TECH CO LTD; BEIJING HONGTU XINDA TECHNOLOGY CO., LTD.",,"{G06N10/20,G06N10/40}",,
39530299,CN119272891A,CN,119272891,A,SYSTEM AND METHOD FOR SELECTING OPTIMAL ACTIONS USING QUANTUM COMPUTER,2025-01-07,2025,87196111,TERRA QUANTUM SA; TERRA QUANTUM SA,,"{G06N10/40,G06N10/20,G06N20/00,G06Q10/047,G06N10/60,G06N3/006,G06N3/045,G06N3/084,G06N3/092,G06N10/20,B82Y10/00,G06N10/40,G06N10/60}",,
39530570,CN119273123A,CN,119273123,A,Geographic site selection method based on quantum computing,2025-01-07,2025,94106562,UNIV NANJING POSTS & TELECOMMUNICATIONS; NANJING UNIVERSITY OF POSTS AND TELECOMMUNICATIONS,,"{G06Q10/06315,G06N5/01,G06N10/60,G06Q30/0205,Y02T10/40}",,
39633238,CN119362388A,CN,119362388,A,Power supply method and device of ion trap and quantum computer,2025-01-24,2025,94299567,"HUAWEI TECH CO LTD; HUAWEI TECHNOLOGIES CO., LTD.",,"{G21K1/00,G06N10/20,G06N10/40,H02J1/084}",,
39637110,CN119365871A,CN,119365871,A,Efficient motion pattern characterization for high fidelity confined ion quantum computation,2025-01-24,2025,89168858,"IONIX INC; IONIX, INC.; DUKE UNIVERSITY",,"{G06N10/40,G06N10/20,G06N10/40,G06N10/20,G06N10/60}",,
39648620,CN119376015A,CN,119376015,A,"Quantum computing chip based on vertical micromirror, system on chip and simulator correction method thereof",2025-01-28,2025,94327843,ZHEJIANG LAB; ZHEJIANG LAB,,"{B29C64/106,B33Y10/00,G01B11/30,G02B6/13,G02B6/132,G02B6/136,G02B6/4204,G02B6/421,G02B6/4274,G02B27/0012,G06N10/40}",,
39651536,CN119378466A,CN,119378466,A,Quantum bit simulation data acquisition method and device and quantum computer,2025-01-28,2025,94323658,"ORIGIN QUANTUM COMPUTING TECH HEFEI CO LTD; ORIGIN QUANTUM COMPUTING TECHNOLOGY (HEFEI) CO., LTD.",,"{G06F30/367,G06F2115/02,G06N10/20,G06N10/40,G06N10/70,Y02E60/00}",,
39656703,CN119382895A,CN,119382895,A,"Signature verification method, system and device applied to block chain and capable of resisting quantum computing attack",2025-01-28,2025,94323720,"CHINA RESOURCES MICRO INTEGRATED CIRCUIT WUXI CO LTD; CHINA RESOURCES MICRO INTEGRATED CIRCUIT (WUXI) CO., LTD.",,"{H04L9/3252,H04L9/0643,H04L9/0852,H04L9/0869,H04L9/3066,H04L9/50}",,
39673878,CN119398183A,CN,119398183,A,Quantum computing experimental data processing method and quantum computing experimental data management system,2025-02-07,2025,94428393,UNIV SCIENCE & TECHNOLOGY CHINA; UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA,,"{G06N10/00,G06F16/2228,G06F16/2246,G06F16/27,G06F21/31,G06F21/602,G06F21/604,G06F2221/2141,G06N10/60,Y02D10/00}",,
39673880,CN119398185A,CN,119398185,A,Carbon nanotube-based quantum computing architecture and encoding method and device,2025-02-07,2025,94416509,UNIV ELECTRONIC SCI & TECH CHINA; UNIVERSITY OF ELECTRONIC SCIENCE AND TECHNOLOGY OF CHINA,,"{G06N10/40,B82Y10/00,G06N10/20,H04B10/70}",,
39673881,CN119398186A,CN,119398186,A,Quantum bit rapid initialization method and system and superconducting quantum computer,2025-02-07,2025,94429349,QUANTUM TECH YANGTZE RIVER DELTA INDUSTRY INNOVATION CENTER; QUANTUM TECHNOLOGY YANGTZE RIVER DELTA INDUSTRY INNOVATION CENTER,,{G06N10/40},,
39673884,CN119398189A,CN,119398189,A,"Rabis oscillation calibration method and device for quantum computing, medium and equipment",2025-02-07,2025,94422116,"GUOKAI QIKE QUANTUM TECH ANHUI CO LTD; GUOKAI QIKE QUANTUM TECHNOLOGY (ANHUI) CO., LTD.; QIKE QUANTUM TECHNOLOGY (ZHUHAI) CO., LTD.",,"{G06N10/70,G06N10/60}",,
39673992,CN119398289A,CN,119398289,A,"Path optimization method and device based on hybrid quantum algorithm, computer equipment and storage medium",2025-02-07,2025,94415903,HANGZHOU HIGH TECH ZONE BINJIANG BLOCKCHAIN AND DATA SECURITY RES INSTITUTE; HANGZHOU HIGH-TECH ZONE (BINJIANG) BLOCKCHAIN AND DATA SECURITY RESEARCH INSTITUTE; ZHEJIANG UNIVERSITY,,"{G06Q10/047,G06N3/063,G06N5/022,G06N10/20}",,
116475317,KR20250002951A,KR,20250002951,A,Method and apparatus for preprocessing input data of quantum computing circuit,2025-01-07,2025,93938404,KOREA ELECTRONICS TECHNOLOGY; KOREA ELECTRONICS TECHNOLOGY INSTITUTE,{KR},"{B82Y10/00,G06N10/20,G06N10/40,G06T5/00,G06N10/60,B82Y10/00,G06N10/20,G06N10/40,G06T5/73,G06T7/13}",,
116475319,KR20250002953A,KR,20250002953,A,Quantum computer simulator with low latency and high scalability,2025-01-07,2025,93938430,KOREA ELECTRONICS TECHNOLOGY; KOREA ELECTRONICS TECHNOLOGY INSTITUTE,{KR},"{B82Y10/00,G06N10/20,G06N10/40,G06N10/80,G06N10/20,G06F3/0604,G06F3/0658,G06F2212/1016,G06N10/40}",,
116477973,KR20250005616A,KR,20250005616,A,METHOD AND APPARATUS FOR GENERATING LOW-POWER QUBIT CONTROL SIGNAL FOR CONTROLLING SUPERCONDUCTING QUANTUM COMPUTER,2025-01-10,2025,94172523,POSTECH RES & BUSINESS DEV FOUND; POSTECH RESEARCH AND BUSINESS DEVELOPMENT FOUNDATION,{KR},"{B82Y10/00,G06N10/40,H03K3/80,G06N10/40,B82Y10/00,H03K3/80}",,
116480819,KR20250008463A,KR,20250008463,A,A SYSTEM AND METHOD FOR SELECTING AN OPTIMAL ACTION WITH A QUANTUM COMPUTER,2025-01-14,2025,87196111,TERRA QUANTUM AG; TERRA QUANTUM AG,{CH},"{G06N10/40,G06N10/20,G06N20/00,G06Q10/047,G06N10/60,G06N3/006,G06N3/045,G06N3/084,G06N3/092,G06N10/20,B82Y10/00,G06N10/40,G06N10/60}",,
116482843,KR20250010487A,KR,20250010487,A,Method apparatus system and computer program for identifying and responding quantum vulnerability using dynamic analysis for application,2025-01-21,2025,94389861,"SAMSUNG SDS CO LTD; SAMSUNG SDS CO., LTD.",{KR},"{G06F21/577,G06F21/51,G06F21/54,G06F21/566}",,
137728758,USD1085075S,US,D1085075,S,Quantum computer,2025-07-22,2025,91618411,ANYON SYSTEMS INC; ANYON SYSTEMS INC.,{CA},,,
116507513,KR20250035844A,KR,20250035844,A,QUANTUM COMPUTING-BASED FLUID CONTROL AND HEAT TRANSFER STRUCTURE DESIGN DEVICE,2025-03-13,2025,94970896,LG ELECTRONICS INC; LG ELECTRONICS INC.,{KR},"{G06F30/28,G06F2111/06,G06F2111/10,G06F2113/08,G06F2119/08,G06N10/60}",,
116513663,KR20250041994A,KR,20250041994,A,- EFFCIENT QUANTUM CIRCUIT FOR QUANTUM FOURIER TRANSFORM IN FAULT-TOLERANT QUANTUM COMPUTING,2025-03-26,2025,94975477,ELECTRONICS & TELECOMMUNICATIONS RES INST; ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,{KR},"{G06F17/14,G06N10/20,G06N10/40,G06N10/20,B82Y10/00,G06F17/14,G06N10/40,G06N10/70,G06N10/40,G06F17/14}",,
116514945,KR20250043277A,KR,20250043277,A,A METHOD AND SYSTEM FOR BLACK-BOX OPTIMIZATION USING QUANTUM COMPUTATION,2025-03-28,2025,88146730,TERRA QUANTUM AG; TERRA QUANTUM AG,{CH},"{G06N10/60,G06N10/60,B82Y10/00,G06N10/20,G06N10/40}",,
116530550,KR20250058883A,KR,20250058883,A,APPARATUS AND METHOD FOR DETECTING FREQUENCY USING MAXIMUM LIKELIHOOD ESTIMATION AND QUANTUM COMPUTING DEVICE,2025-05-02,2025,95707020,"SAMSUNG ELECTRONICS CO LTD; SAMSUNG ELECTRONICS CO., LTD.",{KR},"{G06N10/40,B82Y10/00,G01R23/02,G01R23/16,G06N10/70}",,
116532514,KR20250060847A,KR,20250060847,A,Quantum Computing-Based System and Method for Automatic Analysis of Air and View Rights,2025-05-07,2025,87564675,"KANG SUNG WOON; KANG, SUNG WOON",{KR},"{H10D86/441,H10D86/451,H10D86/60,H10K59/131,G06Q20/36,G06Q30/06,G06Q50/10,G06Q50/16,G06T13/40,G06T17/05,G06T17/10,G06T19/00,H10K59/1315,H10K71/861,Y02P90/30,G06Q50/10,G06Q20/36,G06Q30/06,G06Q50/16,G06T13/40,G06T17/05,G06T17/10,G06T19/00,Y02P90/30,G06N10/40,B82Y10/00,G06F30/20,G06F2101/06,G06F2201/81,G06N10/60,H10K59/1315,G06Q30/0619,G06Q50/163,G06T19/20}",,
116533102,KR20250061435A,KR,20250061435,A,Quantum security apparatus corresponding to quantum computer and method applied to the same,2025-05-08,2025,95712520,"LEE TAE WAN; LEE, TAE WAN",{KR},"{H04L9/14,H04L9/0863,H04L9/30,H04L9/3247,H04L9/50}",,
116848964,MX393187B,MX,393187,B,ADAPTIVE ERROR CORRECTION IN QUANTUM COMPUTING,2025-03-24,2025,69846113,IBM; INTERNATIONAL BUSINESS MACHINES CORPORATION,{US},"{G06N10/70,G06F30/30,G06F2117/02,G06N10/20,G06N10/60,G06N10/80,G06F30/30,G06F2111/20,G06F2117/02,G06N10/20,G06N10/60,G06N10/70,G06N10/80,G06N10/70,B82Y10/00,G06F30/32,G06F2117/02,G06N10/20,G06N10/40,G06N10/60,G06N10/80,G06N10/70,G06F30/30,G06F2111/20,G06N10/20,G06N10/60,G06N10/80}",,
116849030,MX393336B,MX,393336,B,FABRICATING TRANSMON QUBIT FLIP-CHIP STRUCTURES FOR QUANTUM COMPUTING DEVICES,2025-03-24,2025,71108573,INT BUSINESS MACHINES CORPORATIONI; INTERNATIONAL BUSINESS MACHINES CORPORATIONI,{US},"{H10N60/01,G06N10/40,H10N60/11,H10N60/12,H10N60/815,H10N69/00,H10N69/00,G06N10/40,H10N60/0912,H05K1/112,G06N10/40,H10N60/0912,G06N10/40,H10N60/12,H10N69/00,H10N60/12,G06N10/40,H05K1/112,H10N60/11,H10N60/815,H10N69/00}",,
117141724,MX2025000717A,MX,2025000717,A,"METHOD FOR EXCHANGING A SECRET WHICH CAN WITHSTAND QUANTUM COMPUTER ATTACKS, AND ASSOCIATED COMPUTER SYSTEM AND COMPUTER PROGRAM",2025-05-02,2025,84362202,BE YS TRUSTED SOLUTIONS FRANCE; BE YS TRUSTED SOLUTIONS FRANCE,{FR},"{H04L9/3093,H04L9/0822,H04L9/3093}",,
117511284,NL2036142B1,NL,2036142,B1,"Method for transporting one or more charge carriers through a one-dimensional quantum channel, and apparatus and quantum-computing architecture",2025-05-13,2025,89663070,UNIV DELFT TECH; TECHNISCHE UNIVERSITEIT DELFT,{NL},{G06N10/40},,
118432176,NZ788179A,NZ,788179,A,System and method using multilayer qubit lattice arrays for quantum computing,2025-05-30,2025,75847816,KBR WYLE SERVICES LLC; KBR Wyle Services LLC,,"{G06N10/40,G06N10/20,G06N10/70,G06N10/40,G06N10/20,H10D48/383,G06N10/40,G06N10/20,G06N10/70,H10N60/12,H10N69/00,G06N10/40,G06N10/20,G06N10/70,H10N60/12,H10N69/00}",,
137447647,US12197945B2,US,12197945,B2,Quantum computer performance enhancement,2025-01-14,2025,85800850,IBM; International Business Machines Corporation,{US},"{G06N10/80,G06N3/092,G06N10/60,G06F9/4881,G06N10/40}",,
137447702,US12198001B2,US,12198001,B2,Balanced inductive and capacitive resonator coupling for quantum computing system,2025-01-14,2025,72380890,GOOGLE LLC; Google LLC,{US},"{G06N10/40,G06N10/20,G06N10/40,G06N10/00,G06N10/20,H10N60/10}",,
137447706,US12198005B1,US,12198005,B1,Quantum computing using multiple quantum computers,2025-01-14,2025,94212778,"AMAZON TECH INC; Amazon Technologies, Inc.",{US},"{G06N10/80,G06N10/00,G06N10/80,G06F11/0703}",,
137447711,US12198011B2,US,12198011,B2,Quantum computing device and method of mitigating detection crosstalk,2025-01-14,2025,84541120,KOREA ADVANCED INST SCI & TECH; KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,{KR},"{G06N10/70,G06N10/20,G06N10/40,B82Y10/00,G06N10/20,G06N10/40,B82Y10/00,G06N10/20,G06N10/60,G06N10/70,H03K17/92}",,
137449317,US12199633B2,US,12199633,B2,Dynamic control for a quantum computer,2025-01-14,2025,75954226,QBLOX B V; QBLOX B.V.,{NL},"{H03M1/661,G06N10/40,H03M1/662,H03M1/661,G06F9/44521,G06N10/40,H03M1/662}",,
137453570,US12203929B2,US,12203929,B2,Hybrid quantum-classical computing system and method,2025-01-21,2025,68054951,THE UNIV OF VERMONT; The University of Vermont; Tampere University of Technology,"{US,FI}","{G06N10/20,G01N33/54366,B82Y10/00,G01N2500/04,G01N2500/20,G06N10/00,G06N10/20,G16B35/00,G16C20/50,G16C20/60}",,
137454040,US12204406B2,US,12204406,B2,Weighted alternating paths in graphs for quantum computing,2025-01-21,2025,79259443,GOOGLE LLC; Google LLC,{US},"{G06N10/70,G06N10/20,G06N10/60,B82Y10/00,G06N10/20,G06N10/70,G06F11/1048,G06F16/9024,G06N10/00}",,
137454617,US12204988B2,US,12204988,B2,Quantum computing with hybrid memory cube for data centers,2025-01-21,2025,86384002,BANK OF AMERICA; Bank of America Corporation,{US},"{G06F8/447,G06F8/427,G06F8/51,G06N10/00,G06N10/20,G06N10/80,G06N10/00,G06F8/427,G06F8/436}",,
137456379,US12206770B2,US,12206770,B2,"Quantum cryptography storage system, distribution control device, and computer program product",2025-01-21,2025,83151733,TOSHIBA KK; KABUSHIKI KAISHA TOSHIBA,{JP},"{G06F21/602,H04L9/085,H04L9/0852,H04L67/1097,H04L9/0852,H04L9/0819,H04L9/085}",,
137456996,US12207393B2,US,12207393,B2,Sample holder and superconducting quantum computer,2025-01-21,2025,84103387,NEC CORP; NEC Corporation,{JP},"{G06N10/40,H01L23/13,H01L23/142,H05K1/021,H05K1/0243,H05K1/184,H05K3/0061,H05K1/0237,H05K1/115,H05K1/183}",,
137460506,US12210932B2,US,12210932,B2,Observational bayesian optimization of quantum-computing operations,2025-01-28,2025,85573573,"MICROSOFT TECHNOLOGY LICENSING LLC; Microsoft Technology Licensing, LLC",{US},"{G06N7/01,G06N10/00,G06N10/40,G06N10/60,G06N20/10,G06N10/00,G06N20/00}",,
137461161,US12211591B2,US,12211591,B2,First-principles-derived effective mass approximation simulation method and system for accurate and efficient computational design of electronic structure and optical properties of quantum nanostructures,2025-01-28,2025,81803385,KOREA ADVANCED INST SCI & TECH; Korea Advanced Institute of Science and Technology,{KR},"{G16C10/00,G16C20/30,G16C60/00,B82B3/0085,B82Y20/00,B82Y35/00,C09K11/565,C09K11/883,G16C10/00}",,
137466588,US12217090B2,US,12217090,B2,On-demand co-processing resources for quantum computing,2025-02-04,2025,86323413,"AMAZON TECH INC; Amazon Technologies, Inc.",{US},"{G06N10/80,G06F9/5011,G06F9/5022,G06F9/5044,G06F9/5077}",,
137466627,US12217129B2,US,12217129,B2,Integrating circuit elements in a stacked quantum computing device,2025-02-04,2025,60935992,GOOGLE LLC; Google LLC,{US},"{G06N10/40,H01L23/5225,H01L24/13,H01L24/16,H01L25/0657,H01L2224/13109,H01L2224/13116,H01L2224/13164,H01L2224/13179,H01L2224/13183,H01L2224/13644,H01L2224/16145,H01L2225/06513,H01L25/0657,G06N10/40,H01L23/5225,H01L23/552,H01L24/13,H01L24/16,H01L2224/13109,H01L2224/13116,H01L2224/13164,H01L2224/13179,H01L2224/13183,H01L2224/13644,H01L2224/16145,H01L2225/06513,G06N10/40,G06N10/00,H01L25/0657,H10N60/20}",,
137466630,US12217132B2,US,12217132,B2,Quantum computing using metamaterial arrays,2025-02-04,2025,81306775,QUANTINUUM LLC; Quantinuum LLC,{US},"{G06N10/00,G02B1/002,B82Y10/00,B82Y20/00,G06N10/40,G06N10/40,G02B1/002}",,
137467575,US12218091B2,US,12218091,B2,Superconducting bump bonds for quantum computing systems,2025-02-04,2025,85387069,GOOGLE LLC; Google LLC,{US},"{H01L25/18,G06N10/00,G06N10/40,H01L24/05,H01L24/08,H01L24/11,H01L24/13,H01L24/80,H01L24/81,H01L25/0657,H01L2225/06513,H01L2225/06565,H01L24/13,G06N10/00,H01L24/81,H01L25/16,H01L2224/13105,H01L2224/13109,H01L2224/13111,H01L2224/13113,H01L2224/13116,H01L2224/13117,H01L2224/1312,H01L2224/13139,H01L2224/13144,H01L2224/13147,H01L2224/13179,H01L2224/1357,H01L2224/13666,H01L2224/8112,H01L2224/81203,H01L2924/01029,H01L2924/01031,H01L2924/01041,H01L2924/01047,H01L2924/01048,H01L2924/01049,H01L2924/0105,H01L2924/01051,H01L2924/01079,H01L2924/01082,H01L2924/01083,H01L2924/04941}",,
137472661,US12223239B2,US,12223239,B2,Simulating operating conditions of quantum computing devices,2025-02-11,2025,84541087,"RED HAT INC; Red Hat, Inc.",{US},"{G06N10/80,G06F30/20,G06N10/00,G06F30/20,G06N10/00}",,
137472716,US12223297B2,US,12223297,B2,Dynamic quantum computing system selection and quantum program compilation,2025-02-11,2025,87850456,"RED HAT INC; Red Hat, Inc.",{US},"{G06F8/41,G06N10/80,G06F8/41,G06N10/80}",,
137472811,US12223392B2,US,12223392,B2,Amplitude modulated pulses for implementation of entangling gates in ion trap quantum computers,2025-02-11,2025,84490242,"IONQ INC; IONQ, INC.",{US},"{G06N10/20,G06N10/40,G06N10/40,G06F30/20,G06F30/30,G06N10/20}",,
137475216,US12225831B2,US,12225831,B2,"Superconducting qubit and preparation method thereof, quantum storage device, and quantum computer",2025-02-11,2025,81257603,ALIBABA GROUP HOLDING LTD; ALIBABA GROUP HOLDING LIMITED,{KY},"{H10N60/12,G06N10/00,H10N60/0912,H10N60/805,G06N10/40,B82Y10/00,G06N10/00,H10N60/0912,H10N60/12,H10N60/0912,G06N10/00,H10N60/0884,H10N60/12,H10N60/805,H10N60/83}",,
137478952,US12229603B2,US,12229603,B2,Optimal calibration of gates in a quantum computing system,2025-02-18,2025,82118667,"IONQ INC; IONQ, INC.; University of Maryland","{US,US}","{G06N10/40,G06N3/126,G06N10/20,G06F9/5066,G06N10/20,G06N10/40}",,
137478981,US12229632B2,US,12229632,B2,Systems and methods to generate samples for machine learning using quantum computing,2025-02-18,2025,59724205,D WAVE SYSTEMS INC; D-WAVE SYSTEMS INC.,{CA},"{G06N10/60,G06F18/2415,G06N7/01,G06N20/00,G06N10/60,G06F18/2415,G06F2111/10,G06N7/01,G06N10/00,G06N20/00}",,
137478984,US12229635B2,US,12229635,B2,Fidelity estimation for quantum computing systems,2025-02-18,2025,56084423,GOOGLE LLC; Google LLC,{US},"{G06N10/40,G06N10/20,G06N10/70,G06N10/70,G06N10/20,G06N10/40,G06N10/70,G06N10/00,G06N10/20}",,
137480881,US12231553B2,US,12231553,B2,"Key management device, quantum cryptography communication system, and computer program product",2025-02-18,2025,83080796,TOSHIBA KK; KABUSHIKI KAISHA TOSHIBA,{JP},"{H04L63/062,H04L9/0855,H04L45/123,H04L45/124,H04L63/061,H04L63/067,H04L9/0855}",,
137481564,US12232248B2,US,12232248,B2,Sample holder and superconducting quantum computer,2025-02-18,2025,84103389,NEC CORP; NEC Corporation,{JP},"{H01L23/66,G06N10/40,H01L2223/6677,H05K1/021,H05K1/0243,H05K1/184,H05K3/0061,H05K1/0237,H05K1/115,H05K1/183}",,
137491311,US12242123B1,US,12242123,B1,Photonic quantum computer assembly with a quantum computing die facing an electronic circuit die,2025-03-04,2025,83902544,"PSIQUANTUM CORP; Psiquantum, Corp.",{US},"{G02B6/12002,G02B6/13,G06N10/00,G06N10/40,H01L24/08,H01L24/48,H01L24/80,H01L2224/08145,H01L2224/48091,H01L2224/80009,H01L2224/80895,H01L2224/80896,H01L2224/94,H01L2924/00014,H01L2224/48091,H01L2924/00014,H01L2924/00014,H01L2224/45099,H01L2224/94,H01L2224/80001,G02B6/43,G02B6/12002,G02B2006/12061,G06N10/00,H01L24/47,H01L25/0657}",,
137491355,US12242167B2,US,12242167,B2,Clock generation for a photonic quantum computer,2025-03-04,2025,67543800,"PSIQUANTUM CORP; Psiquantum, Corp.",{US},"{G02F1/3526,G01J1/0488,G01J1/44,G01J2001/4238,G01J2001/4413,G02F1/3536,G02F1/395,G06F1/06,G06F1/105,G06N10/00,G06N10/20,G06N10/40,H03K3/38,G02F1/3526,G01J2001/442,G02F1/3536,G02F1/395,G06F1/06,G06F1/105,G06N10/20,G06N10/40,H03K3/42,G02F1/3526,G01J1/0488,G01J1/44,G01J2001/4238,G01J2001/4413,G06F1/06,G06N10/00,G06N10/20,G06N10/40,H03K3/38,H03K3/42}",,
137492105,US12242924B2,US,12242924,B2,Mapping conditional execution logic to quantum computing resources,2025-03-04,2025,77864602,IBM; International Business Machines Corporation,{US},"{G06N10/20,G06F8/451,G06F8/60,G06N10/80,G06N10/00,G06F8/447,G06F9/5027,G06N10/40}",,
137497669,US12248568B2,US,12248568,B2,Systems and methods for disparate quantum computing threat detection,2025-03-11,2025,81588926,"WELLS FARGO BANK NA; Wells Fargo Bank, N.A.",{US},"{H04L9/3093,G06N10/00,G06N10/60,G06N20/00,H04L9/0825,H04L9/3247,H04L9/3263,G06F21/554,G06F2221/034,G06N10/00,H04L9/0861,H04L9/30}",,
137497948,US12248851B1,US,12248851,B1,Thermalization and attenuation of signals within quantum computing systems via directional couplers,2025-03-11,2025,94609635,GOOGLE LLC; Google LLC,{US},"{G06N10/40,G06N10/40}",,
137503402,US12254381B1,US,12254381,B1,Quantum-computing architecture based on multi-dimensional continuous-variable cluster states in a scalable platform,2025-03-18,2025,94979015,UNM RAINFOREST INNOVATIONS; UNM Rainforest Innovations; University of Arizona,"{US,US}","{G06N10/40,G06N10/20,G06N10/40}",,
137503403,US12254382B2,US,12254382,B2,System and methods for producing magic states for universal quantum computation using GKP error correction,2025-03-18,2025,72144518,UNM RAINFOREST INNOVATIONS; UNM RAINFOREST INNOVATIONS,{US},"{G06N10/70,B82Y10/00,G06N10/20,H10D48/3835,G06N10/70,G06N10/20,G06N10/60}",,
137503972,US12254960B2,US,12254960,B2,Quantum computing techniques for determining gene predictors in gene regulatory networks,2025-03-18,2025,86768809,OPTUM SERVICES IRELAND LTD; Optum Services (Ireland) Limited,{IE},"{G16B25/10,G06N5/01,G06N7/01,G06N10/00,G06N10/20,G06N10/60,G16B40/20,G16B50/30,G16H50/20,G16H50/30,G16B25/10,G06N10/20,G06N10/60,G16H50/20}",,
137508737,US12259779B2,US,12259779,B2,TechWiki—computer diagnostics using quantum annealing and blockchain framework,2025-03-25,2025,93016475,BANK OF AMERICA; Bank of America Corporation,{US},"{G06F16/2379,G06F11/0709,G06F11/079,G06F11/0793,G06N10/00,G06N10/70,G06F11/079,G06F11/0709,G06F16/2379,G06N10/70}",,
137508894,US12259942B2,US,12259942,B2,Systems and methods for optimization of time evolution for quantum computer-based eigenvalue estimation,2025-03-25,2025,84194069,"JPMORGAN CHASE BANK NA; JPMORGAN CHASE BANK, N.A.",{US},"{G06N10/60,G06F17/11,G06N10/00,G06N10/20,G06N10/70,G06F17/16,G06F7/22,G06N10/00}",,
137509246,US12260296B1,US,12260296,B1,Diamondoid materials in quantum computing devices,2025-03-25,2025,77838785,INTEL CORP; Intel Corporation,{US},"{G06N10/00,H01L21/02274,B82Y10/00,C23C16/26,G06N10/40,H01L21/02115,H01L21/02123,H01L21/02282,H01L21/02381,H01L21/02444,H01L21/0245,H01L21/02488,H01L21/02505,H01L21/02527,H01L21/0257,H01L21/02592,H01L21/0262,H01L23/5329,H10D48/3835,H10D64/27,H10K10/701,G06N10/40,C07C13/615,C07C2603/74,H03K19/195,H10N60/12,H10N60/805,H10N69/00}",,
137514300,US12265433B2,US,12265433,B2,Cooling high motional states in ion trap quantum computers,2025-04-01,2025,79031053,"IONQ INC; IonQ, Inc.",{US},"{G06N10/40,G06F1/206,G06F1/206,G06N7/01,G06N10/40}",,
